sentence1,sentence2,label
"The foremost types of records organise athlete 's performances by the region they represent — beginning with national records , then continental records , up to the global or world record level .","After managing the Tigers in 1903 and 1904 and returning to the minor leagues , Barrow became disenchanted with baseball , and left the game to operate a hotel .",1
"Another cause for this controversy was that Midge did not initially have a wedding ring , but this was later fixed .",She also was packaged without Alan .,0
"Another cause for this controversy was that Midge did not initially have a wedding ring , but this was later fixed .",After his death some idea of the scale of his generosity was discovered .,1
The holotype is a male 21 @.,"@ 3 in ) across , caught off Western Australia ; several <unk> were also designated .",0
The holotype is a male 21 @.,"The train robbery sequence , shot on the Mumbai – Pune railway route near <unk> , took more than 7 weeks to complete .",1
"They were confident Hương could not reject them and side with a foreign power at the expense of the military that had installed him , and made preparations to meet him the next day .","Khánh also told Hương that if Taylor was not ejected , he and the other generals would hold a media conference and release "" detailed accounts "" of the ambassador 's confrontation with the quartet and his "" ultimatum to General Khánh "" the day after .",0
"They were confident Hương could not reject them and side with a foreign power at the expense of the military that had installed him , and made preparations to meet him the next day .",The game started poorly for Wales who were behind 25 – 3 at half @-@ time .,1
The North / South <unk> Council is an institution through which ministers from the Government of Ireland and the Northern Ireland Executive agree all @-@ island policies .,"At least six of these policy areas must have an associated all @-@ island "" implementation bodies "" and at least six others must be implemented separately in each jurisdiction .",0
The North / South <unk> Council is an institution through which ministers from the Government of Ireland and the Northern Ireland Executive agree all @-@ island policies .,= = Post @-@ production = =,1
"In an interview with Billboard , Carey said that the song is "" an example of her musical diversity "" .","Jackson also worked on "" My Saving Grace "" , which Carey said describes her thoughts about the writing , recording and mastering process .",0
"In an interview with Billboard , Carey said that the song is "" an example of her musical diversity "" .","This was an issue about which Wheeler felt very strongly ; writing his obituary for the <unk> Memoirs of <unk> of the Royal Society , the English archaeologist Stuart Piggott noted that Wheeler placed "" great importance to the archaeologist 's obligation to the public , on whose support the prosecution of his subject ultimately depended . """,1
"Skye is linked to the mainland by the Skye Bridge , while ferries sail from Armadale on the island to <unk> , and from <unk> to Glenelg .","<unk> also run from Uig to <unk> on Harris and <unk> on North Uist , and from <unk> to Raasay .",0
"Skye is linked to the mainland by the Skye Bridge , while ferries sail from Armadale on the island to <unk> , and from <unk> to Glenelg .","43 @,@ 000 are in the Land Forces .",1
The <unk> version features Madonna with three dancers and a 1950s car in an all @-@ blue <unk> .,"Madonna changes her hairstyle from short @-@ cropped in "" Papa Don 't <unk> "" to a bushy platinum blonde <unk> and sings the song in choreographed moves backed by her dancers .",0
The <unk> version features Madonna with three dancers and a 1950s car in an all @-@ blue <unk> .,Mariah 's appearances overseas were <unk> experiences for the singer .,1
"Whenever possible , local people who had attained national celebrity status were invited to join the <unk> .","The carnival 's route began in the town centre , wound its way along King Street , and ended with a party in Alexandra Park .",0
"Whenever possible , local people who had attained national celebrity status were invited to join the <unk> .","He also added that "" The dancers ' ' naked suits ' make the former church girl a <unk> rival to <unk> [ <unk> ] .",1
"Trujillo was officially dictator only from 1930 to 1938 , and from 1942 to 1952 , but remained in effective power throughout the entire period .","Though his regime was broadly nationalist , Daniel <unk> comments that he had "" no particular ideology "" and that his economic and social policies were basically progressive .",0
"Trujillo was officially dictator only from 1930 to 1938 , and from 1942 to 1952 , but remained in effective power throughout the entire period .",The field of <unk> is now indispensable for the analysis of genes and proteins .,1
"The neck is slender and long , the <unk> high , and the <unk> slightly sloping .","The legs are strong , with long <unk> and well @-@ <unk> hooves .",0
"The neck is slender and long , the <unk> high , and the <unk> slightly sloping .","Furthermore , Federer won two ATP 500 series events at Rotterdam and Dubai .",1
For most conspicuous bravery when in charge of a small party in an attack on the enemy 's position .,His objective was a machine @-@ gun post which had been located in an isolated building .,0
For most conspicuous bravery when in charge of a small party in an attack on the enemy 's position .,"During opening statements , Oscar suffered a <unk> <unk> .",1
"With a month left on his contract at Blackburn , Fowler received interest from League Two side Grimsby Town .","Fowler , a noted friend of then Grimsby manager Mike Newell had held talks at <unk> Park over a possible Player / Coach role with the club .",0
"With a month left on his contract at Blackburn , Fowler received interest from League Two side Grimsby Town .","The earliest mention of the Arikamedu archaeological site was by Le Gentil of France , who the King of France had assigned to observe notable astronomical occurrences in the world .",1
"Relative to most other elements , commercial applications for europium are few and rather specialized .","Almost invariably , they exploit its <unk> , either in the + 2 or + 3 oxidation state .",0
"Relative to most other elements , commercial applications for europium are few and rather specialized .","The high profile of the two star actors did not <unk> them to the new chairman of the Old Vic governors , Lord Esher .",1
"In the Water Margin , this Zhou Tong is a bandit chief of Mount Peach <unk> whom Lu Zhishen beats for trying to forcibly marry the daughter of the Liu family .","He dies later under the sword of Li <unk> , an officer in the rebel army of Fang La .",0
"In the Water Margin , this Zhou Tong is a bandit chief of Mount Peach <unk> whom Lu Zhishen beats for trying to forcibly marry the daughter of the Liu family .",The two singles were to be supported by an eleven track studio album but it was never released .,1
"In addition , the liver is a source of oil and <unk> , and the thick , tough skin is made into leather products .","Off Queensland , Australia , the tawny nurse shark is valued by big @-@ game anglers .",0
"In addition , the liver is a source of oil and <unk> , and the thick , tough skin is made into leather products .",Combined events involve the same group of athletes <unk> a number of different track and field events .,1
Detailed research into attacks prior to 1991 showed that 64 % of all victims – and almost all fatalities – were children .,"The same study showed the highest proportion of attacks to have occurred in British Columbia , particularly on Vancouver Island where cougar populations are especially dense .",0
Detailed research into attacks prior to 1991 showed that 64 % of all victims – and almost all fatalities – were children .,"The album from it , MTV Unplugged , included "" John Brown "" , an unreleased 1962 song of how enthusiasm for war ends in mutilation and disillusionment .",1
"Like polyurethane condoms , polyisoprene condoms are said to do a better job of transmitting body heat .","Unlike polyurethane condoms , they cannot be used with an oil @-@ based <unk> .",0
"Like polyurethane condoms , polyisoprene condoms are said to do a better job of transmitting body heat .","In 2009 , her reincarnation is Indira ( <unk> Indu ) , a <unk> student .",1
In 1955 he returned to Los Alamos to evaluate its thermonuclear fusion program for the Atomic Energy Commission .,While there he accepted an offer to become Vice President for Research and Development and the Director of its John Jay Hopkins Laboratory for Pure and Applied Science at General Atomics .,0
In 1955 he returned to Los Alamos to evaluate its thermonuclear fusion program for the Atomic Energy Commission .,"He was awarded the Long Service and Good Conduct Medal in 1905 , and the Volunteer Officers ' Decoration in 1908 .",1
At 53 ° 25 ′ 12 ″ N 2 ° 25 ′ 48 ″ W ( 53 @.,"@ 43 ) , Partington lies west of Sale , north @-@ east of the civil parish of Warburton , and is on Trafford 's northern border with the City of Salford .",0
At 53 ° 25 ′ 12 ″ N 2 ° 25 ′ 48 ″ W ( 53 @.,"It survived the Great Fire in 1666 , but was declared unsafe and rebuilt by Christopher Wren in 1679 .",1
"Finally , when the temperature increases sufficiently , helium fusion begins explosively in what is called a helium flash , and the star rapidly shrinks in radius , increases its surface temperature , and moves to the horizontal branch of the <unk> diagram .","For more massive stars , helium core fusion starts before the core becomes degenerate , and the star spends some time in the red clump , slowly burning helium , before the outer convective envelope collapses and the star then moves to the horizontal branch .",0
"Finally , when the temperature increases sufficiently , helium fusion begins explosively in what is called a helium flash , and the star rapidly shrinks in radius , increases its surface temperature , and moves to the horizontal branch of the <unk> diagram .",is a 2008 Australian documentary film about the Australian New Wave of 1970s and ' 80s low @-@ budget cinema .,1
"Produced by Greg Kurstin , it is her first Christmas album and her first record to be solely released by RCA .","Wrapped in Red consists of sixteen tracks , featuring five co @-@ penned original songs and eleven cover versions of Christmas standards and <unk> , two of which are duets featuring recording artists Ronnie Dunn , <unk> McEntire and <unk> Yearwood .",0
"Produced by Greg Kurstin , it is her first Christmas album and her first record to be solely released by RCA .",Relations between the two men were strained as a result .,1
The first built in 1708 for Thomas Harrison overlooking Parade Gardens between North Parade and Bath Abbey .,"A large ballroom was added in 1720 , with further enlargement in <unk> and 1810 when it became known as The Kingston Assembly Rooms .",0
The first built in 1708 for Thomas Harrison overlooking Parade Gardens between North Parade and Bath Abbey .,"Suffering from a lack of supplies and mounting casualties , the regiment was committed to the Battle of Pusan Perimeter as part of a push to force United Nations ( UN ) troops out of Korea .",1
"He holds that when an individual comes in contact with another person , he attempts to control or guide the impression that the other person will form of him , by altering his own setting , appearance and manner .","At the same time , the person that the individual is interacting with attempts to form an impression of , and obtain information about , the individual .",0
"He holds that when an individual comes in contact with another person , he attempts to control or guide the impression that the other person will form of him , by altering his own setting , appearance and manner .","During its extratropical stage , a ship in the area reported an atmospheric pressure as low as 979 mbar ( 28 @.",1
"Following fan pressure and a poor run of results , Rhodes sacked Todd on 12 February 2007 , with City just three points above the relegation zone .","Wetherall was appointed player @-@ manager on a temporary basis and then for the rest of the season , but City were relegated following a 3 – 0 defeat to Chesterfield .",0
"Following fan pressure and a poor run of results , Rhodes sacked Todd on 12 February 2007 , with City just three points above the relegation zone .","1987 : From the Jewish Question to the Jewish State : An Essay on the Theory of Zionism ( thesis ) , Princeton University .",1
"Times writer Andrew <unk> noted that the adverts "" cost him some credibility "" but Nesbitt was pleased with the money he made from them .","In 2004 , he joined the <unk> <unk> X to produce "" Born in England "" , an unofficial anthem for the England national football team 's entry in the UEFA Euro 2004 tournament .",0
"Times writer Andrew <unk> noted that the adverts "" cost him some credibility "" but Nesbitt was pleased with the money he made from them .",Recurring guest voice actors included writer and animator Butch Hartman and actor Patrick <unk> .,1
"However , Jermaine Dupri , who co @-@ wrote the song including Usher 's number @-@ one hits "" Yeah ! """,", "" Burn "" , and "" Confessions Part II "" , felt that he had established good relationship with Keys since she had worked with him and Usher .",0
"However , Jermaine Dupri , who co @-@ wrote the song including Usher 's number @-@ one hits "" Yeah ! ""","On 8 June , the district office in Gacko reported to Adriatic Command that they had taken 200 Serbs as hostages and issued a proclamation to the population to cease fighting and surrender their weapons .",1
"The team planned to allow players to practice an element and then execute it on a mission , and Blackley said that the game would feature competitive online play .","However , a new manager at Looking Glass Technologies , instated by venture capital investors , demanded that Blackley work on Flight Unlimited II instead of Flight Combat .",0
"The team planned to allow players to practice an element and then execute it on a mission , and Blackley said that the game would feature competitive online play .","Once he had gained some notoriety , Ali took on as his manager Hubert Julian , a former colonel in the <unk> Air Force .",1
"Author Ron Pernick is co @-@ founder and managing director of Clean Edge , a research and strategy firm in the United States which focuses on the <unk> of renewable energy and other clean technologies .","Clint Wilder is senior editor at Clean Edge , and a veteran business and technology journalist .",0
"Author Ron Pernick is co @-@ founder and managing director of Clean Edge , a research and strategy firm in the United States which focuses on the <unk> of renewable energy and other clean technologies .","In 2004 , he transferred to Hereford United , where he won promotion to The Football League via the 2006 play @-@ offs , and repeated the feat with Exeter City a year later .",1
"Capablanca in the 1920s proposed Capablanca chess , a chess variant played on a larger board and with additional pieces .","Fischer advocated Fischer Random Chess , another chess variant , in which the initial position of the pieces is determined at random .",0
"Capablanca in the 1920s proposed Capablanca chess , a chess variant played on a larger board and with additional pieces .","<unk> stated "" Magadheera is not an epic , not a legend , not even a cult movie , but it is certainly an artistic <unk> and a sensory treat .",1
"In 1946 , the Labour government in Britain , its <unk> exhausted by the recently concluded World War II , realised that it had neither the mandate at home , the international support , nor the reliability of native forces for continuing to control an increasingly restless India .","In February 1947 , Prime Minister Clement <unk> announced that the British government would grant full self @-@ governance to British India by June 1948 at the latest .",0
"In 1946 , the Labour government in Britain , its <unk> exhausted by the recently concluded World War II , realised that it had neither the mandate at home , the international support , nor the reliability of native forces for continuing to control an increasingly restless India .","At some point in this trip , Maeda was joined by his wife .",1
"To enable the construction of the park 's 2013 roller coaster , Full <unk> , Superman : Escape from Krypton was temporarily closed from December 2012 .",It reopened in mid @-@ January with Six Flags Magic Mountain stating the ride may have intermittent closures as the construction of Full <unk> continues .,0
"To enable the construction of the park 's 2013 roller coaster , Full <unk> , Superman : Escape from Krypton was temporarily closed from December 2012 .",Braathens South American & Far East Airtransport A / S or Braathens SAFE was founded by ship @-@ owner Ludvig G. Braathen in 1946 .,1
President Nixon then authorized General Abrams to begin planning for a U.S. operation in the Fishhook region .,"A preliminary operational plan had actually been completed in March , but was kept so tightly under <unk> that when Abrams handed over the task to General Michael <unk> , commander of the II Field Force , he was not informed about the previous planning and started a new one from scratch .",0
President Nixon then authorized General Abrams to begin planning for a U.S. operation in the Fishhook region .,The episode was viewed by 2 @.,1
The objective of the bombardment of Ancona was to delay the Italian Army from deploying its forces along the border with Austria @-@ Hungary by destroying critical transportation systems .,The surprise attack on Ancona succeeded in delaying the Italian deployment to the <unk> for two weeks .,0
The objective of the bombardment of Ancona was to delay the Italian Army from deploying its forces along the border with Austria @-@ Hungary by destroying critical transportation systems .,As late as 1840 <unk> in Saint Paul were commonly treated as equals to others in the community with children of all races attending the same schools .,1
The stabilizing effect of cadmium chemicals like the <unk> cadmium <unk> and cadmium <unk> on PVC led to an increased use of those compounds in the 1970s and 1980s .,"The demand for cadmium in pigments , coatings , stabilizers , and alloys declined as a result of environmental and health regulations in the 1980s and 1990s ; in 2006 , only 7 % of to total cadmium consumption was used for plating , and only 10 % was used for pigments .",0
The stabilizing effect of cadmium chemicals like the <unk> cadmium <unk> and cadmium <unk> on PVC led to an increased use of those compounds in the 1970s and 1980s .,"The most recent international organized protest was held October 18 , 2008 .",1
"The loss ended a 20 @-@ game home winning streak for the Tide dating back to the 2007 loss to Louisiana – Monroe , and brought Alabama 's all @-@ time record against the Tigers to 40 – 34 – 1 .",The CBS telecast of this game earned a 7 @.,0
"The loss ended a 20 @-@ game home winning streak for the Tide dating back to the 2007 loss to Louisiana – Monroe , and brought Alabama 's all @-@ time record against the Tigers to 40 – 34 – 1 .",The title for the episode is purposely vague .,1
"<unk> , Bernard C. War Against <unk> : Aerial <unk> in Southern Laos , 1968 – 1972 .","Washington DC : Air Force History and Museums Program , 2005 .",0
"<unk> , Bernard C. War Against <unk> : Aerial <unk> in Southern Laos , 1968 – 1972 .","Omar is certainly an acceptable casualty as far as Keamy is concerned . """,1
"Although only one Anderson letter survives , Busch 's letters are in manuscripts .","They met in <unk> in October 1875 , after which he returned to <unk> at <unk> in a "" horrible mood "" .",0
"Although only one Anderson letter survives , Busch 's letters are in manuscripts .","The <unk> had a son , Arthur Oscar , in 1895 ; while his first name was from Doyle , who was also Arthur 's <unk> , the boy 's middle name was probably after Doyle and Hornung 's mutual friend Oscar Wilde and it was by his second name that he was known .",1
"Dan Knight made a video for <unk> Gonzales ' "" stripped @-@ down "" remix of "" Hollywood "" that was intended to be the opposite of Burza 's official video .","In the video , Gonzales and Diamandis perform on a 1980s <unk> music show complete with <unk> .",0
"Dan Knight made a video for <unk> Gonzales ' "" stripped @-@ down "" remix of "" Hollywood "" that was intended to be the opposite of Burza 's official video .",= = Adaptations and parodies = =,1
The conning tower had armored sides 150 millimeters ( 5 @.,The main gun turrets were protected by 173 millimeters ( 6 @.,0
The conning tower had armored sides 150 millimeters ( 5 @.,"Aniston had been telling the press that the show 's ninth season would be her last , and was initially hesitant to return to Friends to film its tenth and final season .",1
"In the late 80s , the Strategic Computing Initiative cut funding to AI "" deeply and brutally . ""","New leadership at DARPA had decided that AI was not "" the next wave "" and directed funds towards projects that seemed more likely to produce immediate results .",0
"In the late 80s , the Strategic Computing Initiative cut funding to AI "" deeply and brutally . ""","Gilii , highly respected as a <unk> with a knowledge of physics , biology , <unk> and the Hebrew language , was in charge of the observatory from 1800 to 1821 .",1
"Apart from multiple "" made @-@ for @-@ television "" versions , The Importance of Being Earnest has been adapted for the English @-@ language cinema at least three times , first in 1952 by Anthony Asquith who adapted the screenplay and directed it .","Michael <unk> ( Algernon ) , Michael Redgrave ( Jack ) , Edith Evans ( Lady Bracknell ) , Dorothy <unk> ( Cecily ) , Joan Greenwood ( Gwendolen ) , and Margaret Rutherford ( Miss Prism ) and Miles <unk> ( Canon Chasuble ) were among the cast .",0
"Apart from multiple "" made @-@ for @-@ television "" versions , The Importance of Being Earnest has been adapted for the English @-@ language cinema at least three times , first in 1952 by Anthony Asquith who adapted the screenplay and directed it .","In 1907 , the International Astronomical Union defined the international <unk> in terms of a red cadmium spectral line ( 1 wavelength = <unk> @.",1
"If a kitsune offers a payment or reward that includes money or material wealth , part or all of the sum will consist of old paper , leaves , twigs , stones , or similar <unk> items under a magical illusion .","True kitsune gifts are usually <unk> , such as protection , knowledge , or long life .",0
"If a kitsune offers a payment or reward that includes money or material wealth , part or all of the sum will consist of old paper , leaves , twigs , stones , or similar <unk> items under a magical illusion .",= = = Tennessee = = =,1
A frustrated Khandoba leaves the palace on a hunting trip after Mhalsa and Banai quarrel about who will <unk> a <unk> for him and marries <unk> .,The songs also narrate how ultimately the wives have to remain in harmony and aid each other .,0
A frustrated Khandoba leaves the palace on a hunting trip after Mhalsa and Banai quarrel about who will <unk> a <unk> for him and marries <unk> .,"In the 1930s <unk> Owen , a singing teacher and conductor , ran an amateur choir , the <unk> Singers , based in Cardiff .",1
"Love is a theme common to both Love in the Time of Cholera and The General in His Labyrinth , but the latter is considered a tragedy .",These two novels have been used to demonstrate the range of García Márquez 's work .,0
"Love is a theme common to both Love in the Time of Cholera and The General in His Labyrinth , but the latter is considered a tragedy .","Short lines ran with limited purposes : one went only to a baseball field at the end of its line , while another ran to and from a park .",1
"The 52nd ( Lowland ) Division developed a strong defensive position at Romani which had its left flank on the Mediterranean Sea , here a series of redoubts were built running southwards from Mahamdiyah along the line of high sand hills about 7 miles ( 11 km ) to a dune known as Katib Gannit 100 feet ( 30 m ) high .","This line of sand hills , which were high enough to see Katia oasis from , marked the eastern edge of an area of very soft and shifting sand beyond which were lower dunes and harder sand where movement by both infantry and mounted forces was considerably easier .",0
"The 52nd ( Lowland ) Division developed a strong defensive position at Romani which had its left flank on the Mediterranean Sea , here a series of redoubts were built running southwards from Mahamdiyah along the line of high sand hills about 7 miles ( 11 km ) to a dune known as Katib Gannit 100 feet ( 30 m ) high .","Contemporary Irish visual artists of note include Sean Scully , Kevin <unk> , and Alice <unk> .",1
"A new HMS Campbeltown , a Type 22 Frigate , was launched on 7 October 1987 .","She carried the ship 's bell from the first Campbeltown which was rescued during the raid and had been presented to the town of <unk> , Pennsylvania at the end of the Second World War .",0
"A new HMS Campbeltown , a Type 22 Frigate , was launched on 7 October 1987 .","The town council arranged for the boundary wall to be repaired in 1685 but significantly , the council ordered that the stones from the cathedral should not be used for that purpose .",1
"However , Allied control of the Strait of Otranto meant that the Austro @-@ Hungarian Navy was , for all intents and purposes , effectively <unk> up in the Adriatic .","Nonetheless , the presence of the Zrínyi and other battleships tied down a substantial force of Allied ships .",0
"However , Allied control of the Strait of Otranto meant that the Austro @-@ Hungarian Navy was , for all intents and purposes , effectively <unk> up in the Adriatic .","The ensuing Battle of Grand Port was a disaster for Rowley 's squadron , as Pym led four of Rowley 's five frigates into the bay without adequately assessing the channel through the coral reefs that sheltered the harbour .",1
"Feeling that the band 's previous album did not live up to expectations , Townsend decided to take his music to a new extreme .","To prepare for the new album , Townsend stopped taking the medication prescribed to treat his bipolar disorder . """,0
"Feeling that the band 's previous album did not live up to expectations , Townsend decided to take his music to a new extreme .","Andrew Motion , in 1997 , argued , "" Like ' Melancholy ' , the poem is too articulate for its own poetic good ...",1
"Finally , there is a smile after the completion of the water spouting from the mouth , that is slowed to extend for 15 seconds .","Of the original 1 @,@ <unk> subjects filmed , 960 videos were determined to be usable for the project .",0
"Finally , there is a smile after the completion of the water spouting from the mouth , that is slowed to extend for 15 seconds .","Although his work was highly valued at the time and brought the cathedral back into public focus , his <unk> clearance work may have resulted in much valuable evidence of the cathedral 's history being lost .",1
There are four main function rooms in the complex : the 100 @-@ foot @-@ long ( 30 m ) ballroom — the largest Georgian interior in Bath ; the tea room ; the card room ; and the <unk> .,The rooms have <unk> crystal chandeliers and are decorated with fine art .,0
There are four main function rooms in the complex : the 100 @-@ foot @-@ long ( 30 m ) ballroom — the largest Georgian interior in Bath ; the tea room ; the card room ; and the <unk> .,Members of the battalion provided assistance during the disaster relief efforts .,1
"Howard Blake recalls : "" I went to a viewing and saw that the film was very profound , with a serious anti @-@ war theme , but a certain amount of ' found ' choral music had already been laid in by the editors ...","I explained that I loved the film and I thought the choral / orchestral music worked brilliantly but it was very big and rich and I felt a score would have to emerge from it and be very pure and expressive and quite small — and that I could only hear this in my head as done by strings only . """,0
"Howard Blake recalls : "" I went to a viewing and saw that the film was very profound , with a serious anti @-@ war theme , but a certain amount of ' found ' choral music had already been laid in by the editors ...","Floyd eventually travels home , and the pair agree to remain friends .",1
"Critical response today is mostly positive , with Rotten Tomatoes giving a 72 % rating .",But most reviews pointed out various flaws in the film .,0
"Critical response today is mostly positive , with Rotten Tomatoes giving a 72 % rating .","<unk> an increasingly inclusive approach to the sport , major track and field competitions for disabled athletes were first introduced at the 1960 Summer Paralympics .",1
"Hamels finished the 2011 season with a record of 14 – 9 , 194 strikeouts , an ERA of 2 @.","He finished fifth in the Cy Young Award voting behind Clayton <unk> , Roy Halladay , Cliff Lee , and Ian Kennedy , respectively .",0
"Hamels finished the 2011 season with a record of 14 – 9 , 194 strikeouts , an ERA of 2 @.","He named the new species Agathaumas <unk> , meaning "" marvellous forest @-@ dweller "" .",1
"In March 2000 , the International Commission on Zoological Nomenclature changed the type species to the much better known I. bernissartensis , with the new holotype being <unk> 1534 .","The original Iguanodon tooth is held at Te Papa <unk> , the national museum of New Zealand in Wellington , although it is not on display .",0
"In March 2000 , the International Commission on Zoological Nomenclature changed the type species to the much better known I. bernissartensis , with the new holotype being <unk> 1534 .","Thus pure antimony is too soft to make hard objects ; coins made of antimony were issued in China 's <unk> province in 1931 , but because of their rapid wear , their <unk> was discontinued .",1
"Early in their development , T Tauri stars follow the <unk> track — they contract and decrease in luminosity while remaining at roughly the same temperature .","Less massive T Tauri stars follow this track to the main sequence , while more massive stars turn onto the <unk> track .",0
"Early in their development , T Tauri stars follow the <unk> track — they contract and decrease in luminosity while remaining at roughly the same temperature .","The design , by John Pemberton , won the Design Council Award in 1977 , as the Executive had in 1973 , and there are examples in the collection of the Museum of Modern Art in New York .",1
"A frame is a set of concepts and theoretical perspectives that organize experiences and guide the actions of individuals , groups and societies .","Frame analysis , then , is the study of the organization of social experience .",0
"A frame is a set of concepts and theoretical perspectives that organize experiences and guide the actions of individuals , groups and societies .","The ship was quickly freed , and she reached the III Squadron anchorage north of <unk> Bank on the 19th .",1
"The music , composed by Kenji Kawai , included an ancient Japanese language in a wedding song that serves as a key piece of music leading up to the climax of the movie .","Widely considered one of the greatest anime films of all time , critics particularly praised its visuals , which at the time were the most effective synthesis of traditional cel animation and CG animation .",0
"The music , composed by Kenji Kawai , included an ancient Japanese language in a wedding song that serves as a key piece of music leading up to the climax of the movie .","Applewhite 's students had made a long @-@ term commitment to him , and Balch and Taylor <unk> that this is why his interpretations of events appeared coherent to them .",1
This is because the spelling was settled before Arabic spelling started habitually using alif to spell ā .,"However , in <unk> spelling , a small <unk> alif is added on top of the <unk> to indicate the pronunciation .",0
This is because the spelling was settled before Arabic spelling started habitually using alif to spell ā .,"Real Madrid were appearing in their ninth final , they had won the competition six times , including a record five successive victories from 1956 to 1960 .",1
"Nathan earned his first save at Target Field on April 8 , 2011 .",He emptied the container of dirt he took from the Metrodome on the mound at Target Field before pitching .,0
"Nathan earned his first save at Target Field on April 8 , 2011 .",It peaked at position 99 in 2010 .,1
"Water transport increased through the 1850s with multiple craft ferrying pioneers , emigrants and miners ; many of these runs were from St. Louis or Independence to near Omaha .","There , most of these people would set out overland along the large but shallow and <unk> Platte River , which was described by pioneers as "" a mile wide and an inch deep "" and "" the most magnificent and useless of rivers "" .",0
"Water transport increased through the 1850s with multiple craft ferrying pioneers , emigrants and miners ; many of these runs were from St. Louis or Independence to near Omaha .","Robert Christgau awarded the album a C + rating , giving the album a <unk> review , while Janet Maslin defended it in Rolling Stone , writing : "" These latest live versions of his old songs have the effect of liberating Bob Dylan from the originals . """,1
"Following the 1837 treaty the Saint Croix Triangle , between the Saint Croix and Mississippi Rivers , had been opened to U.S. settlement .","Still until the later establishment of the Minnesota Territory this triangle remained an island of "" white "" culture and settlement .",0
"Following the 1837 treaty the Saint Croix Triangle , between the Saint Croix and Mississippi Rivers , had been opened to U.S. settlement .",Early the following year Gladstone was returned to power and Rosebery was appointed Foreign Secretary in Gladstone 's third but brief term of office .,1
"The Eshmun Temple complex comprises an elaborate hydraulic installation channeling water from "" Ydll "" spring that is made up of an intricate system of water canals , a series of retaining basins , sacred ablution basins and paved pools .",This system demonstrates the importance of ritual ablutions in Phoenician therapeutic cults .,0
"The Eshmun Temple complex comprises an elaborate hydraulic installation channeling water from "" Ydll "" spring that is made up of an intricate system of water canals , a series of retaining basins , sacred ablution basins and paved pools .",<unk> athletes are susceptible to higher testing upon return to competition .,1
"She is a successful New York lawyer who has spent most of the past 35 years trying to overcome the <unk> of her childhood , a goal she pursues through an academic fascination with Trujillo and Dominican history .","Urania is deeply troubled by the events of her past , and is compelled to confront her father Agustín about his role in those events .",0
"She is a successful New York lawyer who has spent most of the past 35 years trying to overcome the <unk> of her childhood , a goal she pursues through an academic fascination with Trujillo and Dominican history .","As a combat flight simulator , Jane 's Attack Squadron allows players to pilot military aircraft in a three @-@ dimensional ( 3D ) graphical environment .",1
"In 1962 , English professor Barbara <unk> recounted that her undergraduate students considered the poem as "" one of the finest poems ever written , or at least a very good one "" — even after its technical flaws were discussed — because of its simple message and that it "" paints such lovely pictures "" .","The students pointed to "" how true the poem is "" , and it appealed to both her students ' "" romantic attitude towards nature "" and their appreciation of life , nature , <unk> , and beauty because of its message that "" the works of God completely overshadow our own <unk> attempts at creation . """,0
"In 1962 , English professor Barbara <unk> recounted that her undergraduate students considered the poem as "" one of the finest poems ever written , or at least a very good one "" — even after its technical flaws were discussed — because of its simple message and that it "" paints such lovely pictures "" .","As of May 2016 , Vistara flies to the following destinations within India :",1
Special effects and CG was used for about 1 hour and 40 minutes out of the total 2 hours and 35 minutes in the film .,15 % of the frames in the film 's scenes of Udayghad city were actually shot with a camera ; the rest were CG extension .,0
Special effects and CG was used for about 1 hour and 40 minutes out of the total 2 hours and 35 minutes in the film .,"On the western front , an army invaded <unk> , the area where the Song <unk> <unk> resided , and captured <unk> ( <unk> , present @-@ day <unk> ) .",1
"Nolan , Keith W. Into Cambodia : Spring Campaign , Summer Offensive , 1970 .","<unk> CA : <unk> Press , 1990 .",0
"Nolan , Keith W. Into Cambodia : Spring Campaign , Summer Offensive , 1970 .","The General rides a mule into the last towns on his journey towards death , echoing Christ 's entry into Jerusalem .",1
"As Aerith looks up to smile at Cloud , Sephiroth appears and kills her by <unk> her through the torso .","Cloud carries Aerith 's body out into a lake in the Forgotten City , and releases her back to the Planet .",0
"As Aerith looks up to smile at Cloud , Sephiroth appears and kills her by <unk> her through the torso .",= = Style of play = =,1
<unk> from the former Soviet Union constitute 25 % of Haifa 's population .,"According to the Israeli Central Bureau of Statistics , Israeli Arabs constitute 10 % of Haifa 's population , the majority living in Wadi Nisnas , <unk> and <unk> neighborhoods .",0
<unk> from the former Soviet Union constitute 25 % of Haifa 's population .,"The production by Jonathan Miller , and Olivier 's performance , attracted a wide range of responses .",1
"The two main Native American tribal groups which dominated Minnesota at the time the lands were acquired by the United States were the more established Dakota Sioux , and the Ojibwe who had migrated into the area more recently .",The two groups fought bitter territorial wars during the 18th century .,0
"The two main Native American tribal groups which dominated Minnesota at the time the lands were acquired by the United States were the more established Dakota Sioux , and the Ojibwe who had migrated into the area more recently .","The English pianist Ronald Smith championed Alkan 's music through performances , recordings , a biography and the Alkan Society of which he was president for many years .",1
"Comparing it with the rest of the season , he opined that it suffered from some of the same problems of previous episodes .","He thought that the actions of many of the characters in "" Hi , Infidelity "" were out of character or unrealistic .",0
"Comparing it with the rest of the season , he opined that it suffered from some of the same problems of previous episodes .",The London Games were her first .,1
